base_currency_short_name,target_currency_short_name,binance_currency_pair_name,inr_conversion_charge,coindcx_name,target_currency_name,base_currency_name,step,min_quantity,symbol,ecode,max_leverage,max_leverage_short,pair
ETH,POWR,POWRETH,,POWRETH,Power Ledger,Ethereum,1,1,POWRETH,B,1,,B-POWR_ETH
BTC,DREP,DREPBTC,,DREPBTC,DREP,Bitcoin,1,1,DREPBTC,B,1,2,B-DREP_BTC
USDT,FTM,FTMUSDT,,FTMUSDT,Fantom,Tether,0.1,0.1,FTMUSDT,B,3,,B-FTM_USDT
BTC,AXS,AXSBTC,,AXSBTC,Axie Infinity,Bitcoin,1,1,AXSBTC,B,,,B-AXS_BTC
BNB,WAN,WANBNB,,WANBNB,Wanchain,Binance Coin,0.1,0.1,WANBNB,B,,,B-WAN_BNB
USDT,AAVE,AAVEUSDT,,AAVEUSDT,Aave,Tether,0.001,0.001,AAVEUSDT,B,5,2,B-AAVE_USDT
ETH,ADA,ADAETH,,ADAETH,Cardano,Ethereum,1,1,ADAETH,B,2,2,B-ADA_ETH
BTC,NBS,NBSBTC,,NBSBTC,New Bitshares,Bitcoin,1,1,NBSBTC,B,2,,B-NBS_BTC
BTC,EVX,EVXBTC,,EVXBTC,Everex,Bitcoin,1,1,EVXBTC,B,1,,B-EVX_BTC
USDT,CVC,CVCUSDT,,CVCUSDT,Civic,Tether,0.1,0.1,CVCUSDT,B,4,,B-CVC_USDT
USDT,SUSHI,SUSHIUSDT,,SUSHIUSDT,Sushi,Tether,0.001,0.001,SUSHIUSDT,B,4,,B-SUSHI_USDT
BTC,TNB,TNBBTC,,TNBBTC,Time New Bank,Bitcoin,1,1,TNBBTC,B,1,,B-TNB_BTC
USDT,TRX,TRXUSDT,,TRXUSDT,Tron,Tether,0.1,0.1,TRXUSDT,B,8,2,B-TRX_USDT
USDT,DOT,DOTUSDT,,DOTUSDT,Polkadot,Tether,0.01,0.01,DOTUSDT,B,5,2,B-DOT_USDT
BNB,ALGO,ALGOBNB,,ALGOBNB,Algorand,Binance Coin,0.1,0.1,ALGOBNB,B,,,B-ALGO_BNB
BNB,ATOM,ATOMBNB,,ATOMBNB,Cosmos,Binance Coin,0.01,0.01,ATOMBNB,B,,,B-ATOM_BNB
TUSD,LTC,LTCTUSD,,LTCTUSD,Litecoin,True USD,1.00E-05,1.00E-05,LTCTUSD,B,,,B-LTC_TUSD
BNB,AXS,AXSBNB,,AXSBNB,Axie Infinity,Binance Coin,1,1,AXSBNB,B,,,B-AXS_BNB
USDT,BTC,BTCUSDT,,BTCUSDT,Bitcoin,Tether,1.00E-06,1.00E-06,BTCUSDT,B,10,6,B-BTC_USDT
USDT,UNI,UNIUSDT,,UNIUSDT,Uniswap,Tether,0.01,0.01,UNIUSDT,B,4,2,B-UNI_USDT
BNB,ZIL,ZILBNB,,ZILBNB,Zilliqa,Binance Coin,1,1,ZILBNB,B,,,B-ZIL_BNB
USDT,UMA,UMAUSDT,,UMAUSDT,UMA,Tether,0.001,0.001,UMAUSDT,B,2,,B-UMA_USDT
USDT,ONT,ONTUSDT,,ONTUSDT,Ontology,Tether,0.01,0.01,ONTUSDT,B,6,,B-ONT_USDT
BNB,FET,FETBNB,,FETBNB,Fetch.AI,Binance Coin,1,1,FETBNB,B,,,B-FET_BNB
BTC,BRD,BRDBTC,,BRDBTC,Bread,Bitcoin,1,1,BRDBTC,B,1,,B-BRD_BTC
BTC,POLY,POLYBTC,,POLYBTC,Polymath,Bitcoin,1,1,POLYBTC,B,1,,B-POLY_BTC
BTC,ETH,ETHBTC,,ETHBTC,Ethereum,Bitcoin,0.001,0.001,ETHBTC,B,10,5,B-ETH_BTC
ETH,OST,OSTETH,,OSTETH,OST,Ethereum,1,1,OSTETH,B,1,,B-OST_ETH
USDT,ZEC,ZECUSDT,,ZECUSDT,ZCash,Tether,1.00E-05,1.00E-05,ZECUSDT,B,6,2,B-ZEC_USDT
USDT,BZRX,BZRXUSDT,,BZRXUSDT,bZx Protocol,Tether,0.01,0.01,BZRXUSDT,B,3,,B-BZRX_USDT
ETH,AAVE,AAVEETH,,AAVEETH,Aave,Ethereum,0.001,0.001,AAVEETH,B,,,B-AAVE_ETH
BTC,SNM,SNMBTC,,SNMBTC,Sonm,Bitcoin,1,1,SNMBTC,B,1,,B-SNM_BTC
BTC,SNX,SNXBTC,,SNXBTC,Synthetix Network Token,Bitcoin,0.01,0.01,SNXBTC,B,2,,B-SNX_BTC
ETH,AMB,AMBETH,,AMBETH,Amber,Ethereum,1,1,AMBETH,B,1,,B-AMB_ETH
BTC,DATA,DATABTC,,DATABTC,Streamr DATAcoin,Bitcoin,1,1,DATABTC,B,1,,B-DATA_BTC
BTC,WING,WINGBTC,,WINGBTC,Wing Token,Bitcoin,0.001,0.001,WINGBTC,B,2,,B-WING_BTC
USDT,ALPHA,ALPHAUSDT,,ALPHAUSDT,Alpha Finance Lab,Tether,0.1,0.1,ALPHAUSDT,B,,,B-ALPHA_USDT
USDT,COS,COSUSDT,,COSUSDT,Contentos,Tether,0.1,0.1,COSUSDT,B,1,,B-COS_USDT
BNB,XMR,XMRBNB,,XMRBNB,Monero,Binance Coin,0.001,0.001,XMRBNB,B,,,B-XMR_BNB
BTC,PIVX,PIVXBTC,,PIVXBTC,PIVX,Bitcoin,1,1,PIVXBTC,B,1,,B-PIVX_BTC
ETH,RLC,RLCETH,,RLCETH,iExec RLC,Ethereum,0.01,0.01,RLCETH,B,1,,B-RLC_ETH
BNB,SNX,SNXBNB,,SNXBNB,Synthetix Network Token,Binance Coin,0.01,0.01,SNXBNB,B,,,B-SNX_BNB
BTC,YFI,YFIBTC,,YFIBTC,yearn.finance,Bitcoin,0.0001,0.0001,YFIBTC,B,5,2,B-YFI_BTC
BTC,WTC,WTCBTC,,WTCBTC,Walton Chain,Bitcoin,0.01,0.01,WTCBTC,B,1,,B-WTC_BTC
ETH,LRC,LRCETH,,LRCETH,Loopring,Ethereum,1,1,LRCETH,B,1,,B-LRC_ETH
BTC,NEBL,NEBLBTC,,NEBLBTC,Neblio,Bitcoin,1,1,NEBLBTC,B,1,,B-NEBL_BTC
BNB,CELR,CELRBNB,,CELRBNB,Celer,Binance Coin,1,1,CELRBNB,B,,,B-CELR_BNB
ETH,XLM,XLMETH,,XLMETH,Stellar Lumens,Ethereum,1,1,XLMETH,B,2,2,B-XLM_ETH
USDT,XRP,XRPUSDT,,XRPUSDT,Ripple,Tether,0.1,0.1,XRPUSDT,B,10,4,B-XRP_USDT
BTC,VIB,VIBBTC,,VIBBTC,Viberate,Bitcoin,1,1,VIBBTC,B,1,,B-VIB_BTC
BTC,MDT,MDTBTC,,MDTBTC,Measurable Data Token,Bitcoin,1,1,MDTBTC,B,2,,B-MDT_BTC
ETH,ETC,ETCETH,,ETCETH,Ethereum Classic,Ethereum,0.01,0.01,ETCETH,B,1,,B-ETC_ETH
USDT,ICX,ICXUSDT,,ICXUSDT,ICON,Tether,0.01,0.01,ICXUSDT,B,4,2,B-ICX_USDT
USDT,MBL,MBLUSDT,,MBLUSDT,MovieBloc,Tether,1,1,MBLUSDT,B,1,,B-MBL_USDT
BTC,BCH,BCHBTC,,BCHBTC,Bitcoin Cash,Bitcoin,0.001,0.001,BCHBTC,B,5,,B-BCH_BTC
USDT,KAVA,KAVAUSDT,,KAVAUSDT,KAVA,Tether,0.01,0.01,KAVAUSDT,B,4,,B-KAVA_USDT
USDT,AXS,AXSUSDT,,AXSUSDT,Axie Infinity,Tether,0.1,0.1,AXSUSDT,B,,,B-AXS_USDT
ETH,IOTA,IOTAETH,,IOTAETH,IOTA,Ethereum,1,1,IOTAETH,B,1,,B-IOTA_ETH
BTC,RCN,RCNBTC,,RCNBTC,Ripio Credit Network,Bitcoin,1,1,RCNBTC,B,1,,B-RCN_BTC
BNB,FIL,FILBNB,,FILBNB,Filecoin,Binance Coin,0.1,0.1,FILBNB,B,,,B-FIL_BNB
ETH,WBTC,WBTCETH,,WBTCETH,Wrapped Bitcoin,Ethereum,0.0001,0.0001,WBTCETH,B,,,B-WBTC_ETH
BTC,IOTA,IOTABTC,,IOTABTC,IOTA,Bitcoin,1,1,IOTABTC,B,2,,B-IOTA_BTC
BNB,SRM,SRMBNB,,SRMBNB,Serum,Binance Coin,1,1,SRMBNB,B,,,B-SRM_BNB
BTC,ETC,ETCBTC,,ETCBTC,Ethereum Classic,Bitcoin,0.01,0.01,ETCBTC,B,2,,B-ETC_BTC
BTC,XEM,XEMBTC,,XEMBTC,NEM,Bitcoin,1,1,XEMBTC,B,4,2,B-XEM_BTC
ETH,VIB,VIBETH,,VIBETH,Viberate,Ethereum,1,1,VIBETH,B,1,,B-VIB_ETH
DAI,USDT,USDTDAI,,USDTDAI,Tether,Dai,0.01,0.01,USDTDAI,B,,,B-USDT_DAI
BTC,CRV,CRVBTC,,CRVBTC,Curve,Bitcoin,0.01,0.01,CRVBTC,B,3,2,B-CRV_BTC
BTC,LSK,LSKBTC,,LSKBTC,Lisk Coin,Bitcoin,0.01,0.01,LSKBTC,B,1,2,B-LSK_BTC
BNB,ZEN,ZENBNB,,ZENBNB,Horizen,Binance Coin,0.01,0.01,ZENBNB,B,,,B-ZEN_BNB
BNB,BLZ,BLZBNB,,BLZBNB,Bluzelle,Binance Coin,1,1,BLZBNB,B,,,B-BLZ_BNB
ETH,MTL,MTLETH,,MTLETH,Metal,Ethereum,0.01,0.01,MTLETH,B,1,,B-MTL_ETH
ETH,XVG,XVGETH,,XVGETH,Verge,Ethereum,1,1,XVGETH,B,1,,B-XVG_ETH
BNB,RUNE,RUNEBNB,,RUNEBNB,THORChain,Binance Coin,0.1,0.1,RUNEBNB,B,,,B-RUNE_BNB
USDT,NULS,NULSUSDT,,NULSUSDT,Nuls,Tether,0.01,0.01,NULSUSDT,B,1,,B-NULS_USDT
ETH,AION,AIONETH,,AIONETH,AION,Ethereum,0.01,0.01,AIONETH,B,1,,B-AION_ETH
ETH,OMG,OMGETH,,OMGETH,OmiseGO,Ethereum,0.01,0.01,OMGETH,B,1,,B-OMG_ETH
BTC,KAVA,KAVABTC,,KAVABTC,KAVA,Bitcoin,1,1,KAVABTC,B,2,,B-KAVA_BTC
BNB,HOT,HOTBNB,,HOTBNB,Holo,Binance Coin,1,1,HOTBNB,B,,,B-HOT_BNB
ETH,NEBL,NEBLETH,,NEBLETH,Neblio,Ethereum,0.01,0.01,NEBLETH,B,1,,B-NEBL_ETH
USDT,OXT,OXTUSDT,,OXTUSDT,Orchid,Tether,0.01,0.01,OXTUSDT,B,2,,B-OXT_USDT
BTC,PNT,PNTBTC,,PNTBTC,pNetwork Token,Bitcoin,1,1,PNTBTC,B,,,B-PNT_BTC
BTC,POWR,POWRBTC,,POWRBTC,Power Ledger,Bitcoin,1,1,POWRBTC,B,1,,B-POWR_BTC
USDT,HOT,HOTUSDT,,HOTUSDT,Holo,Tether,1,1,HOTUSDT,B,2,,B-HOT_USDT
BTC,ELF,ELFBTC,,ELFBTC,Aelf,Bitcoin,1,1,ELFBTC,B,2,,B-ELF_BTC
ETH,PIVX,PIVXETH,,PIVXETH,PIVX,Ethereum,0.01,0.01,PIVXETH,B,1,,B-PIVX_ETH
BNB,XLM,XLMBNB,,XLMBNB,Stellar Lumens,Binance Coin,1,1,XLMBNB,B,,,B-XLM_BNB
BTC,XRP,XRPBTC,,XRPBTC,Ripple,Bitcoin,1,1,XRPBTC,B,10,2,B-XRP_BTC
USDT,RVN,RVNUSDT,,RVNUSDT,Ravencoin,Tether,0.1,0.1,RVNUSDT,B,2,3,B-RVN_USDT
BNB,DGB,DGBBNB,,DGBBNB,DigiByte,Binance Coin,1,1,DGBBNB,B,,,B-DGB_BNB
USDT,SNX,SNXUSDT,,SNXUSDT,Synthetix Network Token,Tether,0.001,0.001,SNXUSDT,B,2,,B-SNX_USDT
USDT,FTT,FTTUSDT,,FTTUSDT,FTX Token,Tether,0.001,0.001,FTTUSDT,B,2,,B-FTT_USDT
BTC,BNB,BNBBTC,,BNBBTC,Binance Coin,Bitcoin,0.01,0.01,BNBBTC,B,6,2,B-BNB_BTC
BTC,AVAX,AVAXBTC,,AVAXBTC,Avalanche,Bitcoin,0.1,0.1,AVAXBTC,B,,,B-AVAX_BTC
USDT,WING,WINGUSDT,,WINGUSDT,Wing Token,Tether,0.001,0.001,WINGUSDT,B,2,,B-WING_USDT
USDT,COTI,COTIUSDT,,COTIUSDT,COTI,Tether,0.1,0.1,COTIUSDT,B,4,2,B-COTI_USDT
BTC,EGLD,EGLDBTC,,EGLDBTC,Elrond eGold,Bitcoin,0.001,0.001,EGLDBTC,B,3,,B-EGLD_BTC
BTC,OST,OSTBTC,,OSTBTC,OST,Bitcoin,1,1,OSTBTC,B,2,,B-OST_BTC
BTC,TRB,TRBBTC,,TRBBTC,Tellor,Bitcoin,0.001,0.001,TRBBTC,B,2,,B-TRB_BTC
BTC,CTSI,CTSIBTC,,CTSIBTC,Cartesi,Bitcoin,1,1,CTSIBTC,B,2,,B-CTSI_BTC
BTC,RUNE,RUNEBTC,,RUNEBTC,THORChain,Bitcoin,1,1,RUNEBTC,B,2,,B-RUNE_BTC
ETH,LTC,LTCETH,,LTCETH,Litecoin,Ethereum,0.001,0.001,LTCETH,B,2,2,B-LTC_ETH
USDT,MKR,MKRUSDT,,MKRUSDT,Maker,Tether,1.00E-05,1.00E-05,MKRUSDT,B,,,B-MKR_USDT
BTC,DOCK,DOCKBTC,,DOCKBTC,Dock,Bitcoin,1,1,DOCKBTC,B,2,,B-DOCK_BTC
ETH,ENJ,ENJETH,,ENJETH,Enjin Coin,Ethereum,1,1,ENJETH,B,1,,B-ENJ_ETH
BTC,IOTX,IOTXBTC,,IOTXBTC,IoTeX,Bitcoin,1,1,IOTXBTC,B,1,,B-IOTX_BTC
BTC,SXP,SXPBTC,,SXPBTC,Swipe,Bitcoin,1,1,SXPBTC,B,5,2,B-SXP_BTC
BNB,EGLD,EGLDBNB,,EGLDBNB,Elrond eGold,Binance Coin,0.01,0.01,EGLDBNB,B,,,B-EGLD_BNB
BNB,XRP,XRPBNB,,XRPBNB,Ripple,Binance Coin,0.1,0.1,XRPBNB,B,,,B-XRP_BNB
BTC,SOL,SOLBTC,,SOLBTC,Solana,Bitcoin,1,1,SOLBTC,B,2,,B-SOL_BTC
BNB,MFT,MFTBNB,,MFTBNB,Mainframe,Binance Coin,1,1,MFTBNB,B,,,B-MFT_BNB
BNB,THETA,THETABNB,,THETABNB,Theta Token,Binance Coin,1,1,THETABNB,B,,,B-THETA_BNB
BNB,CREAM,CREAMBNB,,CREAMBNB,Cream Finance,Binance Coin,0.01,0.01,CREAMBNB,B,,,B-CREAM_BNB
USDT,HIVE,HIVEUSDT,,HIVEUSDT,Hive,Tether,0.01,0.01,HIVEUSDT,B,1,,B-HIVE_USDT
USDT,DENT,DENTUSDT,,DENTUSDT,Dent,Tether,1,1,DENTUSDT,B,1,,B-DENT_USDT
BNB,NEO,NEOBNB,,NEOBNB,NEO,Binance Coin,0.01,0.01,NEOBNB,B,,,B-NEO_BNB
BTC,YFII,YFIIBTC,,YFIIBTC,DFI.Money,Bitcoin,0.0001,0.0001,YFIIBTC,B,3,2,B-YFII_BTC
BTC,AMB,AMBBTC,,AMBBTC,Amber,Bitcoin,1,1,AMBBTC,B,1,,B-AMB_BTC
BTC,GO,GOBTC,,GOBTC,Gochain,Bitcoin,1,1,GOBTC,B,1,,B-GO_BTC
BTC,OMG,OMGBTC,,OMGBTC,OmiseGO,Bitcoin,0.01,0.01,OMGBTC,B,4,2,B-OMG_BTC
BTC,ANKR,ANKRBTC,,ANKRBTC,Ankr,Bitcoin,1,1,ANKRBTC,B,1,,B-ANKR_BTC
BTC,SRM,SRMBTC,,SRMBTC,Serum,Bitcoin,1,1,SRMBTC,B,2,,B-SRM_BTC
BNB,WTC,WTCBNB,,WTCBNB,Walton Chain,Binance Coin,0.1,0.1,WTCBNB,B,,,B-WTC_BNB
ETH,VET,VETETH,,VETETH,VeChain,Ethereum,1,1,VETETH,B,2,2,B-VET_ETH
USDT,IOST,IOSTUSDT,,IOSTUSDT,IOSToken,Tether,1,1,IOSTUSDT,B,4,3,B-IOST_USDT
ETH,BAT,BATETH,,BATETH,Basic Attention Token,Ethereum,1,1,BATETH,B,1,2,B-BAT_ETH
BNB,EOS,EOSBNB,,EOSBNB,EOS,Binance Coin,0.01,0.01,EOSBNB,B,,,B-EOS_BNB
BTC,PHB,PHBBTC,,PHBBTC,Red Pulse Phoenix Binance,Bitcoin,1,1,PHBBTC,B,1,,B-PHB_BTC
USDT,TWT,TWTUSDT,,TWTUSDT,Trust Wallet Token,Tether,0.01,0.01,TWTUSDT,B,,,B-TWT_USDT
BTC,IRIS,IRISBTC,,IRISBTC,IRISnet,Bitcoin,1,1,IRISBTC,B,1,,B-IRIS_BTC
BTC,SUN,SUNBTC,,SUNBTC,SUN,Bitcoin,0.001,0.001,SUNBTC,B,,,B-SUN_BTC
BTC,OAX,OAXBTC,,OAXBTC,openANX,Bitcoin,1,1,OAXBTC,B,1,,B-OAX_BTC
BTC,MTH,MTHBTC,,MTHBTC,Monetha,Bitcoin,1,1,MTHBTC,B,1,,B-MTH_BTC
BTC,STEEM,STEEMBTC,,STEEMBTC,STEEM,Bitcoin,1,1,STEEMBTC,B,2,,B-STEEM_BTC
ETH,CDT,CDTETH,,CDTETH,CoinDash,Ethereum,1,1,CDTETH,B,1,,B-CDT_ETH
USDT,IOTA,IOTAUSDT,,IOTAUSDT,IOTA,Tether,0.01,0.01,IOTAUSDT,B,4,,B-IOTA_USDT
BNB,ENJ,ENJBNB,,ENJBNB,Enjin Coin,Binance Coin,1,1,ENJBNB,B,,,B-ENJ_BNB
BTC,PPT,PPTBTC,,PPTBTC,Populous,Bitcoin,1,1,PPTBTC,B,1,,B-PPT_BTC
BTC,BAND,BANDBTC,,BANDBTC,Band Protocol,Bitcoin,0.1,0.1,BANDBTC,B,3,2,B-BAND_BTC
BTC,AVA,AVABTC,,AVABTC,Travala.com,Bitcoin,0.01,0.01,AVABTC,B,,,B-AVA_BTC
USDT,WAN,WANUSDT,,WANUSDT,Wanchain,Tether,0.01,0.01,WANUSDT,B,1,,B-WAN_USDT
USDT,BCH,BCHUSDT,,BCHUSDT,Bitcoin Cash,Tether,1.00E-05,1.00E-05,BCHUSDT,B,8,,B-BCH_USDT
BNB,ANT,ANTBNB,,ANTBNB,Aragon,Binance Coin,0.01,0.01,ANTBNB,B,,,B-ANT_BNB
USDT,ARPA,ARPAUSDT,,ARPAUSDT,ARPA,Tether,0.1,0.1,ARPAUSDT,B,2,,B-ARPA_USDT
BTC,AGI,AGIBTC,,AGIBTC,Singularity NET,Bitcoin,1,1,AGIBTC,B,1,,B-AGI_BTC
USDT,ANT,ANTUSDT,,ANTUSDT,Aragon,Tether,0.01,0.01,ANTUSDT,B,,,B-ANT_USDT
BTC,UMA,UMABTC,,UMABTC,UMA,Bitcoin,0.001,0.001,UMABTC,B,2,,B-UMA_BTC
BTC,ZRX,ZRXBTC,,ZRXBTC,0x,Bitcoin,1,1,ZRXBTC,B,2,3,B-ZRX_BTC
USDT,MTL,MTLUSDT,,MTLUSDT,Metal,Tether,0.01,0.01,MTLUSDT,B,2,,B-MTL_USDT
BNB,MKR,MKRBNB,,MKRBNB,Maker,Binance Coin,0.001,0.001,MKRBNB,B,,,B-MKR_BNB
USDT,MATIC,MATICUSDT,,MATICUSDT,Matic Network,Tether,0.1,0.1,MATICUSDT,B,5,2,B-MATIC_USDT
BTC,POA,POABTC,,POABTC,POA Network,Bitcoin,1,1,POABTC,B,1,,B-POA_BTC
BNB,MITH,MITHBNB,,MITHBNB,Mithril,Binance Coin,1,1,MITHBNB,B,,,B-MITH_BNB
BTC,MTL,MTLBTC,,MTLBTC,Metal,Bitcoin,1,1,MTLBTC,B,2,,B-MTL_BTC
TUSD,PHB,PHBTUSD,,PHBTUSD,Red Pulse Phoenix Binance,True USD,0.1,0.1,PHBTUSD,B,,,B-PHB_TUSD
BNB,BAT,BATBNB,,BATBNB,Basic Attention Token,Binance Coin,0.1,0.1,BATBNB,B,,,B-BAT_BNB
TUSD,ALGO,ALGOTUSD,,ALGOTUSD,Algorand,True USD,0.01,0.01,ALGOTUSD,B,,,B-ALGO_TUSD
BTC,TOMO,TOMOBTC,,TOMOBTC,TomoChain,Bitcoin,1,1,TOMOBTC,B,2,2,B-TOMO_BTC
BTC,HBAR,HBARBTC,,HBARBTC,Hedera Hashgraph,Bitcoin,1,1,HBARBTC,B,2,,B-HBAR_BTC
BTC,XLM,XLMBTC,,XLMBTC,Stellar Lumens,Bitcoin,1,1,XLMBTC,B,4,2,B-XLM_BTC
USDT,FLM,FLMUSDT,,FLMUSDT,Flamingo,Tether,0.01,0.01,FLMUSDT,B,,,B-FLM_USDT
BNB,WNXM,WNXMBNB,,WNXMBNB,Wrapped NXM,Binance Coin,0.001,0.001,WNXMBNB,B,,,B-WNXM_BNB
ETH,STRAX,STRAXETH,,STRAXETH,STRAX Token,Ethereum,0.01,0.01,STRAXETH,B,,,B-STRAX_ETH
BTC,NMR,NMRBTC,,NMRBTC,Numeraire,Bitcoin,0.001,0.001,NMRBTC,B,1,,B-NMR_BTC
BTC,VET,VETBTC,,VETBTC,VeChain,Bitcoin,1,1,VETBTC,B,6,2,B-VET_BTC
USDT,DOGE,DOGEUSDT,,DOGEUSDT,Doge,Tether,1,1,DOGEUSDT,B,4,,B-DOGE_USDT
BTC,QLC,QLCBTC,,QLCBTC,QLink,Bitcoin,1,1,QLCBTC,B,1,,B-QLC_BTC
USDT,ETH,ETHUSDT,,ETHUSDT,Ethereum,Tether,1.00E-05,1.00E-05,ETHUSDT,B,10,5,B-ETH_USDT
BNB,WING,WINGBNB,,WINGBNB,Wing Token,Binance Coin,0.01,0.01,WINGBNB,B,,,B-WING_BNB
USDT,YFII,YFIIUSDT,,YFIIUSDT,DFI.Money,Tether,1.00E-06,1.00E-06,YFIIUSDT,B,4,2,B-YFII_USDT
ETH,KMD,KMDETH,,KMDETH,Komodo,Ethereum,0.01,0.01,KMDETH,B,1,,B-KMD_ETH
USDT,ETC,ETCUSDT,,ETCUSDT,Ethereum Classic,Tether,0.01,0.01,ETCUSDT,B,6,,B-ETC_USDT
ETH,IOST,IOSTETH,,IOSTETH,IOSToken,Ethereum,1,1,IOSTETH,B,1,,B-IOST_ETH
BNB,BAND,BANDBNB,,BANDBNB,Band Protocol,Binance Coin,0.1,0.1,BANDBNB,B,,,B-BAND_BNB
ETH,QSP,QSPETH,,QSPETH,Quantstamp,Ethereum,1,1,QSPETH,B,1,,B-QSP_ETH
BNB,LTC,LTCBNB,,LTCBNB,Litecoin,Binance Coin,0.001,0.001,LTCBNB,B,,,B-LTC_BNB
BTC,TROY,TROYBTC,,TROYBTC,Troy Token,Bitcoin,1,1,TROYBTC,B,1,,B-TROY_BTC
BNB,AVA,AVABNB,,AVABNB,Travala.com,Binance Coin,0.1,0.1,AVABNB,B,,,B-AVA_BNB
USDT,HNT,HNTUSDT,,HNTUSDT,Helium,Tether,0.001,0.001,HNTUSDT,B,,,B-HNT_USDT
BNB,CHR,CHRBNB,,CHRBNB,Chromia,Binance Coin,1,1,CHRBNB,B,1,,B-CHR_BNB
ETH,KNC,KNCETH,,KNCETH,Kyber Network,Ethereum,1,1,KNCETH,B,1,,B-KNC_ETH
ETH,NANO,NANOETH,,NANOETH,Nano,Ethereum,0.01,0.01,NANOETH,B,1,,B-NANO_ETH
BNB,JST,JSTBNB,,JSTBNB,JUST,Binance Coin,1,1,JSTBNB,B,,,B-JST_BNB
USDT,CKB,CKBUSDT,,CKBUSDT,Nervos,Tether,1,1,CKBUSDT,B,,,B-CKB_USDT
BTC,COMP,COMPBTC,,COMPBTC,Compound,Bitcoin,0.001,0.001,COMPBTC,B,4,2,B-COMP_BTC
ETH,LSK,LSKETH,,LSKETH,Lisk Coin,Ethereum,0.01,0.01,LSKETH,B,1,,B-LSK_ETH
BTC,ALGO,ALGOBTC,,ALGOBTC,Algorand,Bitcoin,1,1,ALGOBTC,B,4,,B-ALGO_BTC
USDT,ONG,ONGUSDT,,ONGUSDT,Ontology Gas,Tether,0.01,0.01,ONGUSDT,B,,,B-ONG_USDT
USDT,ENJ,ENJUSDT,,ENJUSDT,Enjin Coin,Tether,0.1,0.1,ENJUSDT,B,4,,B-ENJ_USDT
BTC,CND,CNDBTC,,CNDBTC,Cindicator,Bitcoin,1,1,CNDBTC,B,1,,B-CND_BTC
ETH,FUN,FUNETH,,FUNETH,FunFair,Ethereum,1,1,FUNETH,B,1,,B-FUN_ETH
USDT,BAND,BANDUSDT,,BANDUSDT,Band Protocol,Tether,0.01,0.01,BANDUSDT,B,5,3,B-BAND_USDT
BTC,BAT,BATBTC,1,BATBTC,Basic Attention Token,Bitcoin,1,1,BATBTC,B,2,3,B-BAT_BTC
USDT,BTT,BTTUSDT,,BTTUSDT,BitTorrent,Tether,1,1,BTTUSDT,B,4,2,B-BTT_USDT
ETH,NEO,NEOETH,,NEOETH,NEO,Ethereum,0.01,0.01,NEOETH,B,1,,B-NEO_ETH
BTC,VIBE,VIBEBTC,,VIBEBTC,VIBE,Bitcoin,1,1,VIBEBTC,B,,,B-VIBE_BTC
ETH,QTUM,QTUMETH,,QTUMETH,Qtum,Ethereum,0.01,0.01,QTUMETH,B,1,,B-QTUM_ETH
USDT,ARDR,ARDRUSDT,,ARDRUSDT,Ardor,Tether,0.1,0.1,ARDRUSDT,B,1,,B-ARDR_USDT
BTC,YOYO,YOYOBTC,,YOYOBTC,Yoyow,Bitcoin,1,1,YOYOBTC,B,1,,B-YOYO_BTC
BTC,WBTC,WBTCBTC,,WBTCBTC,Wrapped Bitcoin,Bitcoin,0.0001,0.0001,WBTCBTC,B,2,,B-WBTC_BTC
BTC,SNT,SNTBTC,,SNTBTC,Status,Bitcoin,1,1,SNTBTC,B,1,,B-SNT_BTC
BNB,IOST,IOSTBNB,,IOSTBNB,IOSToken,Binance Coin,1,1,IOSTBNB,B,,,B-IOST_BNB
USDT,NPXS,NPXSUSDT,,NPXSUSDT,Pundi X,Tether,1,1,NPXSUSDT,B,1,,B-NPXS_USDT
USDT,OGN,OGNUSDT,,OGNUSDT,Origin Protocol,Tether,0.01,0.01,OGNUSDT,B,2,,B-OGN_USDT
TUSD,EOS,EOSTUSD,,EOSTUSD,EOS,True USD,0.01,0.01,EOSTUSD,B,,,B-EOS_TUSD
BTC,IDEX,IDEXBTC,,IDEXBTC,IDEX,Bitcoin,1,1,IDEXBTC,B,,,B-IDEX_BTC
ETH,STEEM,STEEMETH,,STEEMETH,STEEM,Ethereum,0.01,0.01,STEEMETH,B,1,,B-STEEM_ETH
USDT,TFUEL,TFUELUSDT,,TFUELUSDT,Theta Fuel,Tether,1,1,TFUELUSDT,B,4,2,B-TFUEL_USDT
ETH,BNT,BNTETH,,BNTETH,Bancor,Ethereum,0.01,0.01,BNTETH,B,1,,B-BNT_ETH
BTC,STORJ,STORJBTC,,STORJBTC,Storj,Bitcoin,1,1,STORJBTC,B,2,,B-STORJ_BTC
BNB,YFII,YFIIBNB,,YFIIBNB,DFI.Money,Binance Coin,0.0001,0.0001,YFIIBNB,B,,,B-YFII_BNB
BNB,SUSHI,SUSHIBNB,,SUSHIBNB,Sushi,Binance Coin,0.01,0.01,SUSHIBNB,B,,,B-SUSHI_BNB
USDT,OMG,OMGUSDT,,OMGUSDT,OmiseGO,Tether,0.01,0.01,OMGUSDT,B,6,2,B-OMG_USDT
BTC,ALPHA,ALPHABTC,,ALPHABTC,Alpha Finance Lab,Bitcoin,1,1,ALPHABTC,B,,,B-ALPHA_BTC
